Seniority Level,Position,Is Job Related to Innovation,Department,Industry,Employee,Country,Tenure
,auxiliar administrativo dirección red oficinas ,,,Finance & Insurance,,Colombia,More than 5 years
,Analista funcional,,Facilities & Real Estate,Finance & Insurance,,Colombia,Less than 1 year
,Analista de Tecnologia,,Customer Service,Finance & Insurance,,Colombia,Less than 1 year
,Analista Tecnologia (QA automation ),,Facilities & Real Estate,Finance & Insurance,,Colombia,Less than 1 year
,Director de Gestión de Cambio ,,,Finance & Insurance,,Colombia,More than 5 years
,Administrador de Activos de Hardware y Software.,,,Finance & Insurance,,Colombia,More than 5 years
,Directora Talento Humano,,Product Management,Finance & Insurance,,Colombia,More than 5 years
,coodinador de area ,,,Finance & Insurance,,Colombia,More than 5 years
,Analista de tecnología,,Facilities & Real Estate,Finance & Insurance,,Colombia,1 to 3 years
,Analista de tecnología ,,Facilities & Real Estate,Finance & Insurance,,Colombia,1 to 3 years
,Abogada negociadora. ,,,Finance & Insurance,,Colombia,More than 5 years
,Administrador Financiero,,,Finance & Insurance,,Colombia,3 to 5 years
,Cientifico De Datos,,,Finance & Insurance,,Colombia,1 to 3 years
,Scrum Master,,,Finance & Insurance,,Colombia,More than 5 years
,Desarrollador - soporte ,,Facilities & Real Estate,Finance & Insurance,,Colombia,More than 5 years
,Desarrollador,,,Finance & Insurance,,Colombia,1 to 3 years
,Analista senior,,Facilities & Real Estate,Finance & Insurance,,Colombia,3 to 5 years
,Comercial,,,IT & Telecommunications,,Colombia,More than 5 years
,Analista Senior ,,Facilities & Real Estate,IT & Telecommunications,,Colombia,1 to 3 years
,Analista Funcional,,,Finance & Insurance,,Colombia,Less than 1 year
,Analista Senior (Scrum team),,Facilities & Real Estate,Finance & Insurance,,Colombia,More than 5 years
,ANALISTA DE SERVICIOS ADMINISTRATIVOS ESPECIALES,,,IT & Telecommunications,,Colombia,More than 5 years
,Analista,,,Finance & Insurance,,Colombia,More than 5 years
,Especialista Senior Gestion del Cambio ,,,Finance & Insurance,,Colombia,3 to 5 years
,Analista,,Facilities & Real Estate,Finance & Insurance,,Colombia,More than 5 years
,,,,,,,
,Analista Junior,,,Finance & Insurance,,Colombia,More than 5 years
,Coordinador Gestion Estrategica,,,Finance & Insurance,,Colombia,More than 5 years
,Ejecutiva de Estrategia Empresarial y Pyme,,,Finance & Insurance,,Colombia,More than 5 years
,Especialista de Sostenibilidad,,,Finance & Insurance,,Colombia,More than 5 years
,Director analítica avanzada ,,Sales,Finance & Insurance,,Colombia,More than 5 years
,Analista Senior de Gestión del Cambio,,Product Management,Finance & Insurance,,Colombia,1 to 3 years
,Desarrollador edge Front end,,,Finance & Insurance,,Colombia,3 to 5 years
,Analista Profesional ( QA manual),,,Finance & Insurance,,Colombia,1 to 3 years
,Director,,Product Management,Finance & Insurance,,Colombia,More than 5 years
,Analista de proceso,,Research & Development (R&D),Finance & Insurance,,Colombia,1 to 3 years
,QA manual,,Quality or Process Excellence,Finance & Insurance,,Colombia,Less than 1 year
,Analista Financiero,,,Finance & Insurance,,Colombia,3 to 5 years
,Director,,,Finance & Insurance,,Colombia,More than 5 years
,Analista Senior,,Product Management,Finance & Insurance,,Colombia,More than 5 years
,,,Strategy,Finance & Insurance,,Colombia,More than 5 years
,,,Strategy,Finance & Insurance,,Colombia,More than 5 years
,,,Strategy,Finance & Insurance,,Colombia,More than 5 years
,,,Project or Program Management,Finance & Insurance,,Colombia,More than 5 years
,,,,Finance & Insurance,,Colombia,More than 5 years
,,,,Finance & Insurance,,Colombia,More than 5 years
,,,Audit & Risk Management,Finance & Insurance,,Colombia,More than 5 years
,,,Strategy,Finance & Insurance,,Colombia,More than 5 years
,,,Strategy,Finance & Insurance,,Colombia,More than 5 years
,,,Sales,Finance & Insurance,,Colombia,More than 5 years
,,,Project or Program Management,Finance & Insurance,,Colombia,Less than 1 year
,,,,Finance & Insurance,,Colombia,Less than 1 year
,Especialista de pasarela gou,,,Finance & Insurance,,Colombia,More than 5 years
,,,Audit & Risk Management,Finance & Insurance,,Colombia,More than 5 years
,ANALISTA SAES,,,Finance & Insurance,,Colombia,More than 5 years
,,,Strategy,Finance & Insurance,,Colombia,1 to 3 years
,Comprometido en la visión y la misión del banco de Occidente,,,,,Colombia,More than 5 years
,Funcionario Operativo - Auxiliar Tarjeta de Crédito Empresarial,,Customer Service,Finance & Insurance,,Colombia,1 to 3 years
,,,,,,,
,Gerente Division de Leasing y crédito Constructor,,Corporate or Executive Management,Finance & Insurance,,Colombia,More than 5 years
,Analista profesional ,,,Finance & Insurance,,Colombia,More than 5 years
,Administrador de aplicación,,Strategy,Finance & Insurance,,Colombia,3 to 5 years
,Director de Servicio,,"Procurement, Supply Chain & Logistics",Finance & Insurance,,Colombia,More than 5 years
,Analizar información para tomar decisiones ,,Audit & Risk Management,Finance & Insurance,,Colombia,1 to 3 years
,analista profesional de productos y canales,,Project or Program Management,Finance & Insurance,,Colombia,More than 5 years
,Especialista de Ambiente Laboral y SST,,Product Management,Finance & Insurance,,Colombia,3 to 5 years
,gerente comercial ,,,Finance & Insurance,,,More than 5 years
,Gestor de servicios,,,Finance & Insurance,,,More than 5 years
,analista profesional,,,Finance & Insurance,,Colombia,Less than 1 year
,"Acompañar a los Directores de oficina en su labor, garantizando el cumplimiento de las normas y la experiencia del cliente, contando con equipos comprometidos y convencidos de su rol para lograr el objetivo del banco. ",,,Finance & Insurance,,Colombia,More than 5 years
,Assistant Manager- Polices & PMS,,Product Management,Finance & Insurance,,Oman,More than 5 years
,Analista de Riesgo Operacional ,,,Finance & Insurance,,Colombia,1 to 3 years
,,,Strategy,Finance & Insurance,,Colombia,1 to 3 years
,Analista de Tecnología ,,Facilities & Real Estate,Finance & Insurance,,Colombia,More than 5 years
,Coordinador de Tecnologia,,Facilities & Real Estate,Finance & Insurance,,Colombia,More than 5 years
,Liderar la gestión de desarrollo de productos del activo y/o sus funcionalidades y procedimientos asociados a los mismos,,Project or Program Management,Finance & Insurance,,Colombia,More than 5 years
,Analista de gestión del cambio ,,,Life Science & Healthcare,,Colombia,Less than 1 year
,JEFE DE ALGUNOS PROCESOS CON PERSONAL A CARGO ,,,Finance & Insurance,,Colombia,More than 5 years
,Auxiliar de gestión estrategica,,,Finance & Insurance,,Colombia,More than 5 years
,coordinadora,,,Finance & Insurance,,Colombia,More than 5 years
,Analista de productos y canales,,,Finance & Insurance,,Colombia,Less than 1 year
,Jefe normalizador ,,,Finance & Insurance,,Colombia,More than 5 years
,,,,IT & Telecommunications,,Colombia,1 to 3 years
,Administradora de ambientes Calidad,,Facilities & Real Estate,Finance & Insurance,,Colombia,1 to 3 years
,Operativo y Comercial ,,,IT & Telecommunications,,Colombia,More than 5 years
,Analista de negocio,,Facilities & Real Estate,Finance & Insurance,,Colombia,More than 5 years
,Analista Profesional,,,Finance & Insurance,,Colombia,More than 5 years
,Científica de datos,,,Finance & Insurance,,Colombia,3 to 5 years
,"Head of Business Support, HR Development",,Product Management,Finance & Insurance,,Oman,More than 5 years
,Experiencia del cliente,,Strategy,Finance & Insurance,,Colombia,More than 5 years
,,,,IT & Telecommunications,,Colombia,More than 5 years
,ejecutiva comercial pyme ,,,IT & Telecommunications,,Colombia,1 to 3 years
,Auxiliar Operaciones Nacionales,,,Finance & Insurance,,Colombia,1 to 3 years
,analista senior de tecnologia,,Facilities & Real Estate,Finance & Insurance,,Colombia,Less than 1 year
,ANALISTA FUNCIONAL ,,Facilities & Real Estate,Finance & Insurance,,Colombia,More than 5 years
,Analista de Selección y Desarrollo ,,Product Management,Finance & Insurance,,Colombia,1 to 3 years
,,,Facilities & Real Estate,Finance & Insurance,,Colombia,More than 5 years
,Analista Profesional,,,IT & Telecommunications,,Colombia,3 to 5 years
,Analista Senior de Desarrollo,,Facilities & Real Estate,Finance & Insurance,,Colombia,1 to 3 years
Junior Management,Hafawa Relationship Manager ,,Production,Finance & Insurance,,Oman,3 to 5 years
,DIRECTORA DE FACTORING,,Corporate or Executive Management,Finance & Insurance,,Colombia,More than 5 years
,Assistant credit manager,,,IT & Telecommunications,,Oman,More than 5 years
,ANALISTA PROFESIONAL DE LA GCN,,,Finance & Insurance,,Colombia,More than 5 years
,coordinador,,Facilities & Real Estate,Finance & Insurance,,Colombia,More than 5 years
,administrador de aplicacion,,,Finance & Insurance,,Colombia,More than 5 years
,Auxiliar de estrategia,,,Finance & Insurance,,Colombia,1 to 3 years
,Analista Senior de Gobierno de Información,,,Finance & Insurance,,Colombia,1 to 3 years
,Director de Servicio Red de oficinas - Zona Cali : Líder Tactico,,,Finance & Insurance,,Colombia,More than 5 years
,Comercial,,,Finance & Insurance,,Colombia,Less than 1 year
,Cientifico de Datos,,,Finance & Insurance,,Colombia,1 to 3 years
,Analista Profesional ,,Facilities & Real Estate,Finance & Insurance,,Colombia,3 to 5 years
,Scrum Máster,,Facilities & Real Estate,Finance & Insurance,,Colombia,3 to 5 years
,Administrador Senior Riesgo Tesoreria,,,Finance & Insurance,,Colombia,More than 5 years
,,,Strategy,Finance & Insurance,,Colombia,More than 5 years
,analista,,Facilities & Real Estate,Finance & Insurance,,Colombia,More than 5 years
,Director de servicio de la red de oficinas zona medellin,,,Finance & Insurance,,Colombia,More than 5 years
,Analista QA,,,,,,1 to 3 years
,Diseñador grafico,,Production,Finance & Insurance,,Colombia,More than 5 years
,analista de tecnologia senior,,Facilities & Real Estate,Engineering & Manufacturing,,Colombia,Less than 1 year
,Auxiliar Administrativa y Financiera,,Facilities & Real Estate,Finance & Insurance,,Colombia,3 to 5 years
,QA Manual,,Quality or Process Excellence,Finance & Insurance,,Colombia,Less than 1 year
,Analista de procesos,,,Finance & Insurance,,Colombia,1 to 3 years
,Gestor de cobranza,,,Finance & Insurance,,Colombia,More than 5 years
,Auxiliar Factoring y Unidirecto,,,Finance & Insurance,,Colombia,More than 5 years
,Analista Senior,,,Finance & Insurance,,Colombia,More than 5 years
,Analista senior desarrollador SAM,,,Finance & Insurance,,Colombia,More than 5 years
,Analista de Experiencia del Cliente,,,Finance & Insurance,,Colombia,More than 5 years
,Experto CX,,"Procurement, Supply Chain & Logistics",Finance & Insurance,,Colombia,More than 5 years
,Analista senior de tecnologia,,Facilities & Real Estate,Finance & Insurance,,Colombia,1 to 3 years
,Coordinador de saes,,,Finance & Insurance,,Colombia,More than 5 years
,Analista tecnico,,Facilities & Real Estate,Finance & Insurance,,Colombia,Less than 1 year
,Auxiliar del Area de sae´s,,,Finance & Insurance,,Colombia,3 to 5 years
,Coordinador de proyectos,,,Finance & Insurance,,Colombia,More than 5 years
,analista profesional,,Facilities & Real Estate,Finance & Insurance,,Colombia,3 to 5 years
,Coordinador de proyectos - Líder Técnico,,Facilities & Real Estate,Finance & Insurance,,Colombia,More than 5 years
,Analista,,,IT & Telecommunications,,Colombia,1 to 3 years
,Desarrollador,,,Finance & Insurance,,Colombia,1 to 3 years
,analista de seguridad bancaria,,,Finance & Insurance,,Colombia,More than 5 years
,Analista profesional ,,,Finance & Insurance,,Colombia,Less than 1 year
,Analista de procesos,,Audit & Risk Management,Finance & Insurance,,Colombia,1 to 3 years
,Lider de Procesos - Proyecto CTIF,,Quality or Process Excellence,Finance & Insurance,,Colombia,1 to 3 years
,Profesional en Entrenamiento en Soporte a Ventas 2,,,Finance & Insurance,,Colombia,Less than 1 year
,,,Project or Program Management,Finance & Insurance,,Colombia,More than 5 years
,Auxiliar de servicio ucc,,,Finance & Insurance,,Colombia,More than 5 years
,Líder,,Audit & Risk Management,Finance & Insurance,,,More than 5 years
,,,,,,,
,,,,,,,
,Analista,,Facilities & Real Estate,Finance & Insurance,,Colombia,Less than 1 year
,Gerente ,,,Finance & Insurance,,Colombia,More than 5 years
,Jefe de Normalizacion,,,Finance & Insurance,,Colombia,More than 5 years
,AUXILIAR DE OPERACIONES ,,,Finance & Insurance,,Colombia,Less than 1 year
,analista tecnologia,,Facilities & Real Estate,IT & Telecommunications,,Colombia,Less than 1 year
,Analista,,Facilities & Real Estate,Finance & Insurance,,Colombia,More than 5 years
Middle Management,Directora,,Compliance & Legal,Professional Services,,Colombia,3 to 5 years
,Analista DevOps,,Facilities & Real Estate,Finance & Insurance,,Colombia,1 to 3 years
,Analista de Tecnología,,Facilities & Real Estate,Finance & Insurance,,Colombia,1 to 3 years
,Analista Profesional,,Facilities & Real Estate,Finance & Insurance,,Colombia,1 to 3 years
,especialista cash management,,,Finance & Insurance,,Colombia,More than 5 years
,Líder del equipo de Personas y Operaciones de Procesos,,Research & Development (R&D),Finance & Insurance,,Colombia,More than 5 years
,Analista,,Product Management,Finance & Insurance,,Colombia,More than 5 years
,Líder Técnico,,,Finance & Insurance,,Colombia,1 to 3 years
,Analista Contabilidad,,,IT & Telecommunications,,Colombia,More than 5 years
,Auxiliar mesa de control sae ,,,Finance & Insurance,,Colombia,1 to 3 years
,Managing Director,,Compliance & Legal,Life Science & Healthcare,,Australia,More than 5 years
,Head Sales,,Corporate or Executive Management,IT & Telecommunications,,Oman,More than 5 years
,Head of Testing Center of Excellence ,,Facilities & Real Estate,Finance & Insurance,,Oman,1 to 3 years
,Coordinador de inspectoria ,,Audit & Risk Management,Finance & Insurance,,Colombia,More than 5 years
,Experto Procesos,,,Finance & Insurance,,Colombia,More than 5 years
,Analista Senior de Tecnología,,Facilities & Real Estate,Finance & Insurance,,Colombia,3 to 5 years
,Analista Senior,,,Finance & Insurance,,Colombia,More than 5 years
,Product Owner Célula de Fomento,,,Finance & Insurance,,Colombia,More than 5 years
,,,Information Technology (IT),Finance & Insurance,,Colombia,More than 5 years
,ANALISTA FUNCIONAL,,Facilities & Real Estate,Finance & Insurance,,Colombia,Less than 1 year
,Analista senior funcional - Analista PO,,,Finance & Insurance,,Colombia,More than 5 years
,Coordinadora gestión temprana,,,Finance & Insurance,,Colombia,More than 5 years
,Analista Senior,,Facilities & Real Estate,IT & Telecommunications,,Colombia,More than 5 years
,,,Customer Service,Finance & Insurance,,Colombia,More than 5 years
,Analista Profesional - QA,,Facilities & Real Estate,Finance & Insurance,,Colombia,More than 5 years
,Coordinador de Operaciones Nacionales,,,Finance & Insurance,,Colombia,More than 5 years
,Ejecutiva Unidad de Finanzas Estructuradas,,,Finance & Insurance,,Colombia,More than 5 years
,Director de Seguridad de la información ,,,Finance & Insurance,,Colombia,More than 5 years
,Analista de crédito,,,Finance & Insurance,,Colombia,More than 5 years
,Analista Implementación SAES,,,Finance & Insurance,,Colombia,More than 5 years
,Analista de procesos,,,Finance & Insurance,,Colombia,Less than 1 year
,Especialista Cash Management,,,IT & Telecommunications,,Colombia,More than 5 years
,Administrador de herrmientas de control remoto y despliegue,,Facilities & Real Estate,Finance & Insurance,,Colombia,1 to 3 years
,Coordinador de Servicio (E),,,Finance & Insurance,,Colombia,More than 5 years
,analista de datos,,,Finance & Insurance,,Colombia,3 to 5 years
,Analista de procesos ,,,Finance & Insurance,,Colombia,Less than 1 year
,Gestor,,Facilities & Real Estate,Finance & Insurance,,Colombia,More than 5 years
,Analista profesional,,,Finance & Insurance,,Colombia,Less than 1 year
,COORDINADORA,,Facilities & Real Estate,Finance & Insurance,,Colombia,More than 5 years
,Soy la Lider tecnica dentro de un equipo de proyecto,,Quality or Process Excellence,Finance & Insurance,,Colombia,More than 5 years
,Analista Senior Tecnología,,Facilities & Real Estate,Finance & Insurance,,Colombia,Less than 1 year
,Analista Senior,,,Finance & Insurance,,Colombia,3 to 5 years
,Especialista Senior de Sostenibilidad,,,Finance & Insurance,,Colombia,Less than 1 year
,DIRECTORA JURIDICA ,,,IT & Telecommunications,,Colombia,More than 5 years
,Analista senior,,,Finance & Insurance,,Colombia,More than 5 years
,Analista Junior Gestión de Identidades,,Facilities & Real Estate,Finance & Insurance,,Colombia,Less than 1 year
,,,Product Management,Finance & Insurance,,Colombia,More than 5 years
,Analista Riesgos Inherentes de alto impacto,,,Finance & Insurance,,Colombia,More than 5 years
,Scrum Master,,,Finance & Insurance,,Colombia,3 to 5 years
,Analista de Seleccion,,,Finance & Insurance,,Colombia,More than 5 years
,Gestor de servicio,,,Finance & Insurance,,Colombia,More than 5 years
,coordinacion   y liderazgo,,,Finance & Insurance,,Colombia,More than 5 years
,Auxiliar de redescuento,,,Finance & Insurance,,Colombia,More than 5 years
,Analista de tecnologia,,Facilities & Real Estate,Finance & Insurance,,Colombia,1 to 3 years
,Analista senior ,,,Finance & Insurance,,Colombia,More than 5 years
,Coordinador funcional (Brindo apoyo a las células ágiles),,Facilities & Real Estate,Finance & Insurance,,Colombia,More than 5 years
,Analista Profesional,,,Finance & Insurance,,Colombia,More than 5 years
,Analista de Estrategia,,,Finance & Insurance,,Colombia,1 to 3 years
,Supervisor (E),,,Finance & Insurance,,Colombia,More than 5 years
,Scrum Master,,Quality or Process Excellence,Finance & Insurance,,Colombia,More than 5 years
,coordinador saes y ucc cali,,,Finance & Insurance,,Colombia,More than 5 years
,Generar Alertas de gestion de cartera temprana,,,Finance & Insurance,,Colombia,More than 5 years
,"Detectar y aprobechar las oportunidades y  las amenazas, con esta base desarrollar acciones que nos ayuden a lograr los objetivos",,,Finance & Insurance,,Colombia,More than 5 years
,,,,Finance & Insurance,,Colombia,1 to 3 years
,Analista contable,,,IT & Telecommunications,,Colombia,More than 5 years
,Events Specialist,,Production,Finance & Insurance,,Oman,3 to 5 years
,desarrollador frontend,,,Finance & Insurance,,Colombia,Less than 1 year
,,,Product Management,Finance & Insurance,,Colombia,More than 5 years
,Analista profesional,,Facilities & Real Estate,Finance & Insurance,,Colombia,More than 5 years
,Scrum Master,,Facilities & Real Estate,Finance & Insurance,,Colombia,3 to 5 years
,Scrum Mastr,,Facilities & Real Estate,Finance & Insurance,,Colombia,More than 5 years
,Product Owner,,Project or Program Management,Finance & Insurance,,Colombia,More than 5 years
,Comercial ( Especialista Cash Management),,,Finance & Insurance,,Colombia,More than 5 years
,,,Corporate or Executive Management,Finance & Insurance,,Colombia,More than 5 years
,,,Product Management,Finance & Insurance,,Colombia,More than 5 years
,Analista de tecnología - Development team,,,Finance & Insurance,,Colombia,1 to 3 years
,desarrollador ,,,,,Colombia,Less than 1 year
,El que une a todos,,Facilities & Real Estate,Finance & Insurance,,Colombia,Less than 1 year
,Analista,,,Finance & Insurance,,Colombia,More than 5 years
,Administrador Financiero,,Audit & Risk Management,Finance & Insurance,,Colombia,More than 5 years
,,,Information Technology (IT),Finance & Insurance,,Colombia,More than 5 years
,Country Director,,Strategy,IT & Telecommunications,,United States of America,More than 5 years
,,,,,,,
,Coordinador,,Facilities & Real Estate,Finance & Insurance,,Colombia,More than 5 years
,sales manager in liability ,,,IT & Telecommunications,,Oman,More than 5 years
,desarrollador,,Facilities & Real Estate,Finance & Insurance,,Colombia,More than 5 years
,AUX. OPERACIONES NACIONALES,,,Finance & Insurance,,Colombia,Less than 1 year
Middle Management,,I lead innovation projects,Quality or Process Excellence,Other,From 50 to 249,South Africa,More than 5 years
Senior Management,,I lead innovation projects,Corporate or Executive Management,Other,250,Japan,More than 5 years
Senior Management,dhg,I lead an innovation department,Compliance & Legal,Agriculture,,Colombia,Less than 1 year
Middle Management,Head for Organization Development and Learning,Innovation is not part of my job,Human Resources (HR),Other,250,Philippines,More than 5 years
,,,,,,,
Senior Management,Managing director ,I lead innovation projects,Project or Program Management,Transportation,From 1 to 9,Nigeria,1 to 3 years
Senior Management,Founder,I support innovation projects,Corporate or Executive Management,Education,From 1 to 9,Sweden,1 to 3 years
Senior Management,Gerente de planta,I support innovation projects,Audit & Risk Management,Engineering & Manufacturing,,Colombia,Less than 1 year
Middle Management,Project Manager,I support innovation projects,Project or Program Management,Life Science & Healthcare,250,United States of America,Less than 1 year
Senior Management,Gerente de innovación,I lead an innovation department,Strategy,Other,,Colombia,More than 5 years
,,,,,From 1 to 9,,
Middle Management,Consultant,Innovation is not part of my job,Project or Program Management,Professional Services,From 1 to 9,Barbados,Less than 1 year
Middle Management,Lead Teacher,I support innovation projects,Information Technology (IT),Education,From 50 to 249,United Arab Emirates,More than 5 years
Junior Management,Quality Coordinator,I support innovation projects,Quality or Process Excellence,IT & Telecommunications,250,Botswana,1 to 3 years
Junior Management,Lecturer and Researcher,I support innovation projects,,Education,250,Australia,More than 5 years
Senior Management,Founder,I lead an innovation department,Strategy,Education,,United States of America,3 to 5 years
Middle Management,Department Academic Coordinator and Lecturer,I support innovation projects,Project or Program Management,Education,From 50 to 249,Oman,More than 5 years
Middle Management,Program Manager & Content Designer,I lead innovation projects,Project or Program Management,Education,From 1 to 9,United States of America,Less than 1 year
Junior Management,Business and Quality Assurance Analyst,I support innovation projects,Project or Program Management,Finance & Insurance,From 1 to 9,Jamaica,1 to 3 years
Middle Management,R&D Specialist,I lead innovation projects,Research & Development (R&D),Chemicals,From 50 to 249,Colombia,More than 5 years
Senior Management,Director,Innovation is not part of my job,Project or Program Management,Professional Services,From 1 to 9,India,1 to 3 years
,,,,,,India,
Senior Management,Project Development Officer (Project-Based),I support innovation projects,Marketing & Communications,Other,From 1 to 9,Philippines,Less than 1 year
Junior Management,Junior Analyst ,I support innovation projects,Research & Development (R&D),Education,From 50 to 249,United States of America,Less than 1 year
Junior Management,Student,I support innovation projects,Project or Program Management,Other,250,United States of America,1 to 3 years
Junior Management,Student,I lead innovation projects,Project or Program Management,Other,From 10 to 49,United States of America,3 to 5 years
Junior Management,Program Manager,I support innovation projects,Project or Program Management,Education,From 1 to 9,United States of America,1 to 3 years
Senior Management,Director,I lead innovation projects,Project or Program Management,Education,From 50 to 249,Indonesia,More than 5 years
Senior Management,Vice President,I lead innovation projects,Project or Program Management,Life Science & Healthcare,250,United States of America,More than 5 years
Senior Management,manager,I support innovation projects,Finance & Administration,Consumer Goods,From 1 to 9,Cyprus,1 to 3 years
Junior Management,Intern,I support innovation projects,Production,Agriculture,From 10 to 49,South Africa,Less than 1 year
Middle Management,Directora,I lead an innovation department,Strategy,Professional Services,,Colombia,More than 5 years
Junior Management,Manager Community,I support innovation projects,Project or Program Management,Professional Services,From 10 to 49,Brazil,Less than 1 year
Senior Management,CEO,Innovation is not part of my job,Corporate or Executive Management,Education,From 10 to 49,Saudi Arabia,3 to 5 years
Junior Management,Tech MIS & Analytics Specialist,I lead innovation projects,Project or Program Management,Finance & Insurance,250,Oman,3 to 5 years
Junior Management,,Innovation is not part of my job,,Food & Beverage,From 1 to 9,,1 to 3 years
,,,,Finance & Insurance,,United States of America,
Junior Management,geologist,Innovation is not part of my job,Research & Development (R&D),Other,250,Australia,More than 5 years
Junior Management,Graduate Adviser R&D,I lead innovation projects,Research & Development (R&D),Other,250,Australia,1 to 3 years
Middle Management,,I lead an innovation department,Sales,Energy,,Colombia,Less than 1 year
Junior Management,Student,I support innovation projects,Human Resources (HR),Government,250,United States of America,Less than 1 year
Senior Management,GERENTE ADMINISTRATIVA,I support innovation projects,Audit & Risk Management,IT & Telecommunications,,Colombia,More than 5 years
Senior Management,gerente general ,I support innovation projects,Audit & Risk Management,Life Science & Healthcare,,Colombia,More than 5 years
Senior Management,Gerente de operaciones,I lead an innovation department,Finance & Administration,Pharma,,Colombia,3 to 5 years
Junior Management,Project manager junior,I support innovation projects,Quality or Process Excellence,Engineering & Manufacturing,,Colombia,1 to 3 years
Senior Management,Directora de Estrategia Organizacional,I lead an innovation department,Strategy,Engineering & Manufacturing,,Colombia,3 to 5 years
Middle Management,Mentor ágil,I support innovation projects,Strategy,Engineering & Manufacturing,,Colombia,1 to 3 years
Junior Management,Business Intelligence,I support innovation projects,Research & Development (R&D),Engineering & Manufacturing,,Colombia,1 to 3 years
Middle Management,Líder de Comunicaciones ,I support innovation projects,Production,Engineering & Manufacturing,,Colombia,3 to 5 years
Middle Management,,I lead innovation projects,Product Development,Other,250,Australia,More than 5 years
Junior Management,,I lead innovation projects,Research & Development (R&D),Other,250,Australia,3 to 5 years
Middle Management,Manager Heavy Mobile Equipment and Technology delivery,I support innovation projects,Project or Program Management,Other,250,Australia,More than 5 years
Middle Management,Project Lead,I lead innovation projects,Project or Program Management,Other,250,Australia,1 to 3 years
Middle Management,Principal Komatsu BEHT Program ,I support innovation projects,Project or Program Management,Other,250,Australia,More than 5 years
Middle Management,Manager Innovation,I support innovation projects,Strategy,Other,250,Australia,More than 5 years
Junior Management,Project Lead,I support innovation projects,Project or Program Management,Other,250,Australia,1 to 3 years
Middle Management,Consultant,I lead innovation projects,Project or Program Management,Professional Services,From 10 to 49,United States of America,1 to 3 years
Junior Management,Incubator Analyst,I lead an innovation department,Marketing & Communications,Professional Services,From 50 to 249,Brazil,Less than 1 year
Senior Management,,I lead innovation projects,Finance & Administration,Professional Services,From 10 to 49,Philippines,
Junior Management,Sr. Career Coach,I support innovation projects,Corporate or Executive Management,Education,250,United States of America,1 to 3 years
Senior Management,CEO,I lead an innovation department,Corporate or Executive Management,IT & Telecommunications,250,United States of America,More than 5 years
Junior Management,Group Leader,I support innovation projects,Research & Development (R&D),Automotive,250,China,More than 5 years
Senior Management,Head of Finance and Controlling,I support innovation projects,Finance & Administration,Automotive,250,China,More than 5 years
Senior Management,Head of ESS China and APAC,Innovation is not part of my job,Research & Development (R&D),Automotive,From 10 to 49,China,1 to 3 years
Junior Management,Head of Product line,I lead innovation projects,Product Management,Automotive,,,More than 5 years
Senior Management,Head of HR,I support innovation projects,Human Resources (HR),,,,More than 5 years
Middle Management,Team Lead Sales,I lead innovation projects,Sales,Automotive,,,More than 5 years
Middle Management,PM,I support innovation projects,Project or Program Management,Automotive,,,More than 5 years
Senior Management,Business management,I support innovation projects,Product Management,Automotive,From 10 to 49,China,More than 5 years
Senior Management,"Head, Process and Design Engineering",I support innovation projects,Research & Development (R&D),Other,250,Philippines,More than 5 years
Senior Management,CEO,I lead an innovation department,,Professional Services,From 10 to 49,United States of America,More than 5 years
Senior Management,Lead,Innovation is not part of my job,Project or Program Management,Other,From 1 to 9,Greece,1 to 3 years
Junior Management,,I lead innovation projects,Project or Program Management,Other,250,Australia,1 to 3 years
Middle Management,Principal Engineer,I lead innovation projects,Research & Development (R&D),Automotive,,,More than 5 years
Middle Management,IT Girl,I lead innovation projects,Information Technology (IT),Chemicals,From 10 to 49,United States of America,1 to 3 years
Junior Management,Superintendent RSATe Development,I lead innovation projects,Product Development,Energy,250,Australia,More than 5 years
,,,,,,,
Middle Management,CX Innovation Hub Head,I lead an innovation department,Customer Service,Other,250,Philippines,More than 5 years
Senior Management,Self,I support innovation projects,Research & Development (R&D),Defense,From 1 to 9,United States of America,More than 5 years
,,I support innovation projects,,,,Colombia,3 to 5 years
Middle Management,Lead advisor,Innovation is not part of my job,Strategy,Education,250,Morocco,1 to 3 years
Senior Management,CEO & President,I lead innovation projects,Corporate or Executive Management,High-Tech & Electronics,From 1 to 9,United States of America,1 to 3 years
Senior Management,,I lead innovation projects,Corporate or Executive Management,Professional Services,From 10 to 49,United States of America,More than 5 years
Middle Management,Formulation Scientist ,I lead innovation projects,Research & Development (R&D),Chemicals,250,Colombia,More than 5 years
Senior Management,CEO,I lead innovation projects,,Professional Services,,Barbados,Less than 1 year
Senior Management,Founder,I lead innovation projects,Strategy,Education,From 1 to 9,United States of America,More than 5 years
Middle Management,Chief Engineer,Innovation is not part of my job,Research & Development (R&D),Engineering & Manufacturing,250,United States of America,3 to 5 years
Senior Management,Executive Officer for Corporate Strategy,I lead innovation projects,Corporate or Executive Management,Professional Services,From 50 to 249,Philippines,More than 5 years
Middle Management,Director of Operations & Partnerships,I support innovation projects,Project or Program Management,Other,,Spain,More than 5 years
Junior Management,Lecturer/Researcher/Practitioner,I support innovation projects,Research & Development (R&D),Education,250,Australia,More than 5 years
Senior Management,Board Advisor,I lead innovation projects,Strategy,Finance & Insurance,From 10 to 49,Brazil,1 to 3 years
